"","ensembl_gene_id","hgnc_symbol","chromosome_name","start_position","end_position","gene_length"
"451","ENSG00000040275","SPDL1","5",169010638,169031782,21144
"452","ENSG00000040341","STAU2","8",74332604,74659943,327339
"453","ENSG00000040487","PQLC2","1",19638820,19655794,16974
"454","ENSG00000040531","CTNS","17",3539762,3564836,25074
"455","ENSG00000040608","RTN4R","22",20228938,20270769,41831
"456","ENSG00000040633","PHF23","17",7138347,7143041,4694
"457","ENSG00000040731","CDH10","5",24487209,24645087,157878
"458","ENSG00000040933","INPP4A","2",99061317,99210853,149536
"459","ENSG00000041353","RAB27B","18",52385091,52562747,177656
"460","ENSG00000041357","PSMA4","15",78832747,78841604,8857
"461","ENSG00000041515","MYO16","13",109248500,109860355,611855
"462","ENSG00000041802","LSG1","3",194361517,194393206,31689
"463","ENSG00000041880","PARP3","3",51976361,51982883,6522
"464","ENSG00000041982","TNC","9",117782806,117880536,97730
"465","ENSG00000041988","THAP3","1",6684926,6695646,10720
"466","ENSG00000042062","FAM65C","20",49202645,49308065,105420
"467","ENSG00000042088","TDP1","14",90421283,90511106,89823
"468","ENSG00000042286","AIFM2","10",71857979,71892690,34711
"469","ENSG00000042317","SPATA7","14",88851268,88936694,85426
"470","ENSG00000042429","MED17","11",93517393,93547861,30468
"471","ENSG00000042445","RETSAT","2",85569211,85581743,12532
"472","ENSG00000042493","CAPG","2",85621871,85645555,23684
"473","ENSG00000042753","AP2S1","19",47341393,47354249,12856
"474","ENSG00000042781","USH2A","1",215796236,216596738,800502
"475","ENSG00000043093","DCUN1D1","3",182655862,182703741,47879
"476","ENSG00000043143","JADE2","5",133860003,133918918,58915
"477","ENSG00000043355","ZIC2","13",100634026,100639018,4992
"478","ENSG00000043514","TRIT1","1",40306723,40349183,42460
"479","ENSG00000044090","CUL7","6",43005355,43021683,16328
"480","ENSG00000044115","CTNNA1","5",137946656,138270723,324067
"481","ENSG00000044446","PHKA2","X",18910418,19002716,92298
"482","ENSG00000044459","CNTLN","9",17134980,17503921,368941
"483","ENSG00000044524","EPHA3","3",89156674,89531284,374610
"484","ENSG00000044574","HSPA5","9",127997132,128003609,6477
"485","ENSG00000046604","DSG2","18",29078006,29128971,50965
"486","ENSG00000046647","GEMIN8","X",14026398,14048012,21614
"487","ENSG00000046651","OFD1","X",13752832,13787480,34648
"488","ENSG00000046653","GPM6B","X",13789150,13956757,167607
"489","ENSG00000046889","PREX2","8",68864353,69149265,284912
"490","ENSG00000047056","WDR37","10",1095478,1178237,82759
"491","ENSG00000047188","YTHDC2","5",112849380,112930982,81602
"492","ENSG00000047230","CTPS2","X",16606126,16731059,124933
"493","ENSG00000047249","ATP6V1H","8",54628117,54756118,128001
"494","ENSG00000047315","POLR2B","4",57843888,57897334,53446
"495","ENSG00000047346","FAM214A","15",52873514,53002014,128500
"496","ENSG00000047365","ARAP2","4",35949843,36246131,296288
"497","ENSG00000047410","TPR","1",186280784,186344825,64041
"498","ENSG00000047457","CP","3",148880197,148939842,59645
"499","ENSG00000047578","KIAA0556","16",27561454,27791690,230236
"500","ENSG00000047579","DTNBP1","6",15523032,15663289,140257
"501","ENSG00000047597","XK","X",37545012,37591383,46371
"502","ENSG00000047617","ANO2","12",5641035,6055398,414363
"503","ENSG00000047621","C12orf4","12",4596894,4647674,50780
"504","ENSG00000047634","SCML1","X",17755588,17773105,17517
"505","ENSG00000047644","WWC3","X",9983602,10112518,128916
"506","ENSG00000047648","ARHGAP6","X",11136239,11683821,547582
"507","ENSG00000047662","FAM184B","4",17630929,17783135,152206
"508","ENSG00000047849","MAP4","3",47892182,48130769,238587
"509","ENSG00000047932","GOPC","6",117639374,117923691,284317
"510","ENSG00000048028","USP28","11",113668596,113746292,77696
"511","ENSG00000048052","HDAC9","7",18126572,19042039,915467
"512","ENSG00000048140","TSPAN17","5",176074388,176086058,11670
"513","ENSG00000048162","NOP16","5",175810949,175815976,5027
"514","ENSG00000048342","CC2D2A","4",15471489,15603180,131691
"515","ENSG00000048392","RRM2B","8",103216730,103251346,34616
"516","ENSG00000048405","ZNF800","7",126986844,127071978,85134
"517","ENSG00000048471","SNX29","16",12070594,12668146,597552
"518","ENSG00000048540","LMO3","12",16701307,16763528,62221
"519","ENSG00000048544","MRPS10","6",42174539,42185603,11064
"520","ENSG00000048649","RSF1","11",77371041,77532063,161022
"521","ENSG00000048707","VPS13D","1",12290124,12572099,281975
"522","ENSG00000048740","CELF2","10",11047259,11378674,331415
"523","ENSG00000048828","FAM120A","9",96214004,96328397,114393
"524","ENSG00000048991","R3HDM1","2",136289025,136482840,193815
"525","ENSG00000049089","COL9A2","1",40766159,40783488,17329
"526","ENSG00000049130","KITLG","12",88886570,88974628,88058
"527","ENSG00000049167","ERCC8","5",60169658,60240900,71242
"528","ENSG00000049192","ADAMTS6","5",64444563,64777747,333184
"529","ENSG00000049239","H6PD","1",9294834,9331396,36562
"530","ENSG00000049245","VAMP3","1",7831329,7841492,10163
"531","ENSG00000049246","PER3","1",7844380,7905237,60857
"532","ENSG00000049323","LTBP1","2",33172039,33624576,452537
"533","ENSG00000049449","RCN1","11",31833939,32127301,293362
"534","ENSG00000049540","ELN","7",73442119,73484237,42118
"535","ENSG00000049541","RFC2","7",73645829,73668774,22945
"536","ENSG00000049618","ARID1B","6",157099063,157531913,432850
"537","ENSG00000049656","CLPTM1L","5",1317859,1345214,27355
"538","ENSG00000049759","NEDD4L","18",55711599,56068772,357173
"539","ENSG00000049769","PPP1R3F","X",49126306,49157929,31623
"540","ENSG00000049860","HEXB","5",73935848,74018472,82624
"541","ENSG00000049883","PTCD2","5",71616194,71656052,39858
"542","ENSG00000050030","KIAA2022","X",73952684,74145282,192598
"543","ENSG00000050130","JKAMP","14",59951161,59972128,20967
"544","ENSG00000050165","DKK3","11",11984653,12031316,46663
"545","ENSG00000050344","NFE2L3","7",26191860,26226745,34885
"546","ENSG00000050393","MCUR1","6",13786789,13814800,28011
"547","ENSG00000050405","LIMA1","12",50569571,50677329,107758
"548","ENSG00000050426","LETMD1","12",51441745,51454207,12462
"549","ENSG00000050438","SLC4A8","12",51785101,51902980,117879
"550","ENSG00000050555","LAMC3","9",133884469,133969860,85391
"551","ENSG00000050748","MAPK9","5",179660143,179719099,58956
"552","ENSG00000050767","COL23A1","5",177664619,178017556,352937
"553","ENSG00000050820","BCAR1","16",75262928,75301951,39023
"554","ENSG00000051009","FAM160A2","11",6232565,6255941,23376
"555","ENSG00000051108","HERPUD1","16",56965960,56977798,11838
"556","ENSG00000051128","HOMER3","19",19040010,19052070,12060
"557","ENSG00000051180","RAD51","15",40986972,41024354,37382
"558","ENSG00000051341","POLQ","3",121150278,121264853,114575
"559","ENSG00000051382","PIK3CB","3",138372860,138553780,180920
"560","ENSG00000051523","CYBA","16",88709691,88717560,7869
"561","ENSG00000051596","THOC3","5",175344876,175461683,116807
"562","ENSG00000051620","HEBP2","6",138724668,138743334,18666
"563","ENSG00000051825","MPHOSPH9","12",123636867,123728561,91694
"564","ENSG00000052126","PLEKHA5","12",19282648,19529334,246686
"565","ENSG00000052723","SIKE1","1",115312100,115323306,11206
"566","ENSG00000052749","RRP12","10",99116115,99161127,45012
"567","ENSG00000052795","FNIP2","4",159690290,159829201,138911
"568","ENSG00000052802","MSMO1","4",166248775,166264312,15537
"569","ENSG00000052841","TTC17","11",43380482,43516483,136001
"570","ENSG00000053108","FSTL4","5",132532147,132948255,416108
"571","ENSG00000053254","FOXN3","14",89591215,90085493,494278
"572","ENSG00000053328","METTL24","6",110567131,110679475,112344
"573","ENSG00000053371","AKR7A2","1",19630459,19638640,8181
"574","ENSG00000053372","MRTO4","1",19578033,19586622,8589
"575","ENSG00000053438","NNAT","20",36149617,36152092,2475
"576","ENSG00000053501","USE1","19",17326155,17330638,4483
"577","ENSG00000053524","MCF2L2","3",182895831,183146566,250735
"578","ENSG00000053747","LAMA3","18",21269407,21535030,265623
"579","ENSG00000053770","AP5M1","14",57735627,57756797,21170
"580","ENSG00000053900","ANAPC4","4",25378835,25420120,41285
"581","ENSG00000054116","TRAPPC3","1",36602173,36615098,12925
"582","ENSG00000054118","THRAP3","1",36690017,36770958,80941
"583","ENSG00000054148","PHPT1","9",139743176,139745488,2312
"584","ENSG00000054267","ARID4B","1",235294949,235491534,196585
"585","ENSG00000054277","OPN3","1",241753404,241840678,87274
"586","ENSG00000054282","SDCCAG8","1",243419320,243663394,244074
"587","ENSG00000054392","HHAT","1",210501596,210849638,348042
"588","ENSG00000054523","KIF1B","1",10270863,10441661,170798
"589","ENSG00000054598","FOXC1","6",1610681,1614127,3446
"590","ENSG00000054611","TBC1D22A","22",47158518,47571336,412818
"591","ENSG00000054654","SYNE2","14",64319683,64693165,373482
"592","ENSG00000054690","PLEKHH1","14",68000018,68056329,56311
"593","ENSG00000054793","ATP9A","20",50213053,50385173,172120
"594","ENSG00000054965","FAM168A","11",73111532,73309234,197702
"595","ENSG00000054967","RELT","11",73087309,73108519,21210
"596","ENSG00000054983","GALC","14",88304164,88460009,155845
"597","ENSG00000055044","NOP58","2",203130439,203168389,37950
"598","ENSG00000055070","SZRD1","1",16679070,16724640,45570
"599","ENSG00000055118","KCNH2","7",150642049,150675403,33354
"600","ENSG00000055130","CUL1","7",148395006,148498128,103122
"601","ENSG00000055147","FAM114A2","5",153369688,153418496,48808
"602","ENSG00000055163","CYFIP2","5",156693089,156822606,129517
"603","ENSG00000055208","TAB2","6",149539777,149732749,192972
"604","ENSG00000055211","GINM1","6",149887430,149912884,25454
"605","ENSG00000055332","EIF2AK2","2",37326353,37384208,57855
"606","ENSG00000055483","USP36","17",76783463,76837523,54060
"607","ENSG00000055609","KMT2C","7",151832010,152133090,301080
"608","ENSG00000055917","PUM2","2",20448452,20551995,103543
"609","ENSG00000055950","MRPL43","10",102729215,102747272,18057
"610","ENSG00000055955","ITIH4","3",52846991,52865495,18504
"611","ENSG00000056050","C4orf27","4",170650616,170679104,28488
"612","ENSG00000056097","ZFR","5",32354456,32444867,90411
"613","ENSG00000056277","ZNF280C","X",129336685,129402873,66188
"614","ENSG00000056487","PHF21B","22",45277042,45405880,128838
"615","ENSG00000056558","TRAF1","9",123664671,123691451,26780
"616","ENSG00000056586","RC3H2","9",125606835,125667620,60785
"617","ENSG00000056661","PCGF2","17",36890150,36906070,15920
"618","ENSG00000056736","IL17RB","3",53880607,53899827,19220
"619","ENSG00000056972","TRAF3IP2","6",111877657,111927481,49824
"620","ENSG00000056998","GYG2","X",2746829,2800859,54030
"621","ENSG00000057019","DCBLD2","3",98514785,98620533,105748
"622","ENSG00000057252","SOAT1","1",179262925,179327815,64890
"623","ENSG00000057294","PKP2","12",32943679,33049774,106095
"624","ENSG00000057608","GDI2","10",5807186,5884095,76909
"625","ENSG00000057657","PRDM1","6",106534195,106557814,23619
"626","ENSG00000057663","ATG5","6",106632351,106773666,141315
"627","ENSG00000057704","TMCC3","12",94960900,95044338,83438
"628","ENSG00000057757","PITHD1","1",24104895,24114722,9827
"629","ENSG00000057935","MTA3","2",42721709,42984087,262378
"630","ENSG00000058056","USP13","3",179370543,179507189,136646
"631","ENSG00000058063","ATP11B","3",182511288,182639423,128135
"632","ENSG00000058091","CDK14","7",90095738,90839905,744167
"633","ENSG00000058262","SEC61A1","3",127770484,127790526,20042
"634","ENSG00000058272","PPP1R12A","12",80167343,80329240,161897
"635","ENSG00000058453","CROCC","1",17066768,17299474,232706
"636","ENSG00000058600","POLR3E","16",22308730,22346424,37694
"637","ENSG00000058668","ATP2B4","1",203595689,203713209,117520
"638","ENSG00000058673","ZC3H11A","1",203764782,203823252,58470
"639","ENSG00000058729","RIOK2","5",96496571,96518964,22393
"640","ENSG00000058799","YIPF1","1",54317392,54356407,39015
"641","ENSG00000058804","NDC1","1",54231133,54304533,73400
"642","ENSG00000059122","FLYWCH1","16",2961938,3001209,39271
"643","ENSG00000059145","UNKL","16",1413206,1464752,51546
"644","ENSG00000059377","TBXAS1","7",139476850,139720125,243275
"645","ENSG00000059378","PARP12","7",139723544,139763521,39977
"646","ENSG00000059573","ALDH18A1","10",97365696,97416463,50767
"647","ENSG00000059588","TARBP1","1",234527059,234614849,87790
"648","ENSG00000059691","PET112","4",152591656,152682175,90519
"649","ENSG00000059728","MXD1","2",70124820,70170077,45257
"650","ENSG00000059758","CDK17","12",96672039,96794338,122299
"651","ENSG00000059769","DNAJC25","9",114393632,114432508,38876
"652","ENSG00000059804","SLC2A3","12",8071826,8088871,17045
"653","ENSG00000059915","PSD","10",104162376,104181296,18920
"654","ENSG00000060069","CTDP1","18",77439801,77514510,74709
"655","ENSG00000060138","YBX3","12",10851683,10875911,24228
"656","ENSG00000060237","WNK1","12",861759,1020618,158859
"657","ENSG00000060339","CCAR1","10",70480769,70552134,71365
"658","ENSG00000060491","OGFR","20",61436187,61445352,9165
"659","ENSG00000060642","PIGV","1",27113963,27124889,10926
"660","ENSG00000060656","PTPRU","1",29563028,29653325,90297
"661","ENSG00000060688","SNRNP40","1",31732417,31769662,37245
"662","ENSG00000060709","RIMBP2","12",130880682,131200826,320144
"663","ENSG00000060718","COL11A1","1",103342023,103574052,232029
"664","ENSG00000060749","QSER1","11",32914724,33014862,100138
"665","ENSG00000060762","MPC1","6",166778407,166796486,18079
"666","ENSG00000060971","ACAA1","3",38144620,38178733,34113
"667","ENSG00000060982","BCAT1","12",24964295,25102393,138098
"668","ENSG00000061273","HDAC7","12",48176505,48226915,50410
"669","ENSG00000061337","LZTS1","8",20103676,20161474,57798
"670","ENSG00000061676","NCKAP1","2",183773843,183903586,129743
"671","ENSG00000061794","MRPS35","12",27863706,27909228,45522
"672","ENSG00000061918","GUCY1B3","4",156680144,156728743,48599
"673","ENSG00000061936","SFSWAP","12",132195626,132284282,88656
"674","ENSG00000061938","TNK2","3",195590235,195638816,48581
"675","ENSG00000061987","MON2","12",62860597,62991363,130766
"676","ENSG00000062038","CDH3","16",68670092,68756519,86427
"677","ENSG00000062194","GPBP1","5",56469775,56560506,90731
"678","ENSG00000062282","DGAT2","11",75470557,75512579,42022
"679","ENSG00000062370","ZNF112","19",44830708,44871377,40669
"680","ENSG00000062485","CS","12",56665483,56694176,28693
"681","ENSG00000062598","ELMO2","20",44994688,45061704,67016
"682","ENSG00000062650","WAPAL","10",88195013,88281572,86559
"683","ENSG00000062716","VMP1","17",57784553,57919616,135063
"684","ENSG00000062725","APPBP2","17",58520520,58603580,83060
"685","ENSG00000062822","POLD1","19",50887461,50921273,33812
"686","ENSG00000063015","SEZ6","17",27281919,27333458,51539
"687","ENSG00000063046","EIF4B","12",53399942,53435993,36051
"688","ENSG00000063127","SLC6A16","19",49792895,49828482,35587
"689","ENSG00000063169","GLTSCR1","19",48111453,48206533,95080
"690","ENSG00000063176","SPHK2","19",49122548,49133974,11426
"691","ENSG00000063177","RPL18","19",49118585,49122793,4208
"692","ENSG00000063180","CA11","19",49141199,49149569,8370
"693","ENSG00000063241","ISOC2","19",55964352,55973710,9358
"694","ENSG00000063244","U2AF2","19",56165512,56186081,20569
"695","ENSG00000063245","EPN1","19",56186592,56221224,34632
"696","ENSG00000063322","MED29","19",39881943,39891277,9334
"697","ENSG00000063438","AHRR","5",304291,438406,134115
"698","ENSG00000063587","ZNF275","X",152599613,152625568,25955
"699","ENSG00000063601","MTMR1","X",149861435,149933576,72141
"700","ENSG00000063660","GPC1","2",241375088,241407493,32405
"701","ENSG00000063761","ADCK1","14",78266426,78401355,134929
"702","ENSG00000063854","HAGH","16",1845621,1877195,31574
"703","ENSG00000063978","RNF4","4",2463947,2627047,163100
"704","ENSG00000064012","CASP8","2",202098166,202152434,54268
"705","ENSG00000064042","LIMCH1","4",41361624,41702061,340437
"706","ENSG00000064102","ASUN","12",27058114,27091259,33145
"707","ENSG00000064115","TM7SF3","12",27126128,27167367,41239
"708","ENSG00000064199","SPA17","11",124543694,124567414,23720
"709","ENSG00000064225","ST3GAL6","3",98451080,98540045,88965
"710","ENSG00000064270","ATP2C2","16",84402133,84497793,95660
"711","ENSG00000064300","NGFR","17",47572655,47592379,19724
"712","ENSG00000064309","CDON","11",125825691,125933230,107539
"713","ENSG00000064313","TAF2","8",120743015,120845103,102088
"714","ENSG00000064393","HIPK2","7",139246316,139477577,231261
"715","ENSG00000064419","TNPO3","7",128594948,128695198,100250
"716","ENSG00000064490","RFXANK","19",19303008,19312678,9670
"717","ENSG00000064545","TMEM161A","19",19229978,19249322,19344
"718","ENSG00000064547","LPAR2","19",19734477,19739739,5262
"719","ENSG00000064601","CTSA","20",44518783,44527459,8676
"720","ENSG00000064607","SUGP2","19",19101697,19144832,43135
"721","ENSG00000064651","SLC12A2","5",127419458,127525380,105922
"722","ENSG00000064652","SNX24","5",122179134,122365049,185915
"723","ENSG00000064655","EYA2","20",45523263,45817492,294229
"724","ENSG00000064666","CNN2","19",1026298,1039068,12770
"725","ENSG00000064687","ABCA7","19",1040102,1065571,25469
"726","ENSG00000064692","SNCAIP","5",121647049,121799914,152865
"727","ENSG00000064703","DDX20","1",112297867,112310638,12771
"728","ENSG00000064726","BTBD1","15",83685174,83736106,50932
"729","ENSG00000064763","FAR2","12",29302036,29493913,191877
"730","ENSG00000064932","SBNO2","19",1107636,1174282,66646
"731","ENSG00000064933","PMS1","2",190649107,190742355,93248
"732","ENSG00000064961","HMG20B","19",3572775,3579086,6311
"733","ENSG00000064989","CALCRL","2",188207856,188313187,105331
"734","ENSG00000064995","TAF11","6",34845555,34855866,10311
"735","ENSG00000064999","ANKS1A","6",34857042,35059179,202137
"736","ENSG00000065000","AP3D1","19",2100988,2164464,63476
